"Variety_ID","Experiment","parent1","Code_ID","Accession_ID","geno.panel","grain.yield","grain.number","seed.size","anthesis","silking","plant.height","tassel.height","ear.height","year","loc","scenarioWater","scenarioTemp","scenarioFull","geneticGroup"
"EP77","Kar13W","EP77_csic",3124,"EP77_H","DROPS",5.265773661,2592.5752655219,238.1878717901,63.6254971267,62.7888863874,230.9361498048,273.2194268125,130.7703113368,"2013","Kar","WW","Hot(Day)","WW.Hot(Day)","Other"
"EP77","Ner12R","EP77_csic",3124,"EP77_H","DROPS",2.9645413018,1490.0233655727,240.578228717,66.4410999936,77.1592110513,211.4731680621,NA,127.3047065451,"2012","Ner","WD","Hot(Day)","WD.Hot(Day)","Other"
"EP77","Cam12R","EP77_csic",3124,"EP77_H","DROPS",1.2338376346,453.778378366,NA,68.6153707168,78.9599972286,129.3649758495,162.2441834376,67.6508533891,"2012","Cam","WD","Hot","WD.Hot","Other"
"EZ11A","Cra12R","EZ11A_csic",3020,"EZ11A_H","DROPS",2.7585208961,1122.2858726742,261.0335001482,74.3551366282,75.8321221094,139.1124280191,179.0226311635,52.5505447868,"2012","Cra","WD","Hot","WD.Hot","Other"
"EZ11A","Kar12W","EZ11A_csic",3020,"EZ11A_H","DROPS",9.8839562956,3951.963509204,297.8292506133,68.209189243,69.5619669373,277.0663563472,322.648472823,172.8686797406,"2012","Kar","WW","Cool","WW.Cool","Other"
"EZ11A","Gai12W","EZ11A_csic",3020,"EZ11A_H","DROPS",10.8585207269,4106.3043205166,349.79886348,66.2116723029,65.8161199805,247.0324984906,289.2859669093,131.4175413469,"2012","Gai","WW","Cool","WW.Cool","Other"
"EZ11A","Mar13R","EZ11A_csic",3020,"EZ11A_H","DROPS",7.9129430688,2153.8087414359,367.1357092878,70.9039200532,72.9808135928,245.084179298,266.1018678716,112.806033477,"2013","Mar","WD","Hot(Day)","WD.Hot(Day)","Other"
"EZ11A","Ner12R","EZ11A_csic",3020,"EZ11A_H","DROPS",4.1649483515,1815.7355299952,288.4064567868,70.3835744166,81.9599954871,200.5676955502,NA,128.8431775119,"2012","Ner","WD","Hot(Day)","WD.Hot(Day)","Other"
"EZ11A","Mur13R","EZ11A_csic",3020,"EZ11A_H","DROPS",8.4042786878,3088.5034434772,314.3816989223,65.4660086783,66.4659944785,280.2770749148,NA,154.4378950633,"2013","Mur","WW","Hot","WW.Hot","Other"
"EZ11A","Mur13W","EZ11A_csic",3020,"EZ11A_H","DROPS",9.2332469251,3597.0589384294,305.5655267964,66.1409886619,67.1237425894,277.5075297977,NA,133.3515380143,"2013","Mur","WW","Hot","WW.Hot","Other"
"EZ11A","Kar13W","EZ11A_csic",3020,"EZ11A_H","DROPS",8.4594040029,3308.4412048218,312.0888930698,69.3284464104,69.8912363416,269.2012646926,312.5031001241,147.2278414885,"2013","Kar","WW","Hot(Day)","WW.Hot(Day)","Other"
"EZ11A","Cam12R","EZ11A_csic",3020,"EZ11A_H","DROPS",2.5856201882,954.8113565059,NA,70.0144404471,82.2490770779,144.7815950765,178.0963765563,77.6690246093,"2012","Cam","WD","Hot","WD.Hot","Other"
"EZ11A","Kar13R","EZ11A_csic",3020,"EZ11A_H","DROPS",10.348017686,4114.2493081469,317.3170368665,69.9060681828,69.8346062936,282.8754249089,NA,146.2224395649,"2013","Kar","WW","Hot(Day)","WW.Hot(Day)","Other"
"EZ18","Cra12R","EZ18_csic",3125,"EZ18_H","DROPS",2.103745024,830.9671289101,262.2840823839,76.5591458864,85.9839719471,127.3405221399,163.7120479407,58.6174203672,"2012","Cra","WD","Hot","WD.Hot","Other"
"EZ18","Kar13W","EZ18_csic",3125,"EZ18_H","DROPS",7.7598525551,3406.3944151367,288.2529669552,71.1853696704,73.2472749486,257.8339078772,308.1180207894,142.9762913458,"2013","Kar","WW","Hot(Day)","WW.Hot(Day)","Other"
"EZ18","Ner12R","EZ18_csic",3125,"EZ18_H","DROPS",3.415205749,1523.7529733611,270.9117174153,74.9148216216,82.7978020047,201.3731186958,NA,133.4595249721,"2012","Ner","WD","Hot(Day)","WD.Hot(Day)","Other"
"EZ18","Kar13R","EZ18_csic",3125,"EZ18_H","DROPS",9.0280050632,4235.0640296808,285.7487348712,72.1273663167,72.8691552108,267.4558893013,NA,145.4957448906,"2013","Kar","WW","Hot(Day)","WW.Hot(Day)","Other"
"EZ18","Cam12R","EZ18_csic",3125,"EZ18_H","DROPS",2.3867583352,841.4141007673,NA,73.0903437538,87.3360348013,149.6206727343,181.9768945899,79.793389829,"2012","Cam","WD","Hot","WD.Hot","Other"
"EZ18","Gai12W","EZ18_csic",3125,"EZ18_H","DROPS",12.0552598439,3944.0374306027,366.4279959767,74.4760874163,73.6850789601,264.4594395576,319.4236687493,120.7958281709,"2012","Gai","WW","Cool","WW.Cool","Other"
"EZ18","Mar13R","EZ18_csic",3125,"EZ18_H","DROPS",7.5197746749,2494.0483115932,297.5749869498,70.7786915289,75.4538202409,255.855858433,279.5813495591,128.8562751594,"2013","Mar","WD","Hot(Day)","WD.Hot(Day)","Other"
"EZ18","Kar12W","EZ18_csic",3125,"EZ18_H","DROPS",9.4193795313,4241.1491702023,279.4355683854,70.4309565546,72.0755940762,260.6664082038,319.0225339113,166.9679084552,"2012","Kar","WW","Cool","WW.Cool","Other"
"EZ18","Mur13R","EZ18_csic",3125,"EZ18_H","DROPS",7.0958409059,2904.5850791881,288.2117419933,66.2029540234,70.277364242,258.377302816,NA,142.1891732459,"2013","Mur","WW","Hot","WW.Hot","Other"
"EZ18","Mur13W","EZ18_csic",3125,"EZ18_H","DROPS",8.1968222866,3406.2528506374,285.8887034658,68.5687271852,72.624460443,274.8788576683,NA,157.413409787,"2013","Mur","WW","Hot","WW.Hot","Other"
"EZ31","Ner12R","EZ31_csic",3126,"EZ31_H","DROPS",4.215155027,1801.6955100919,273.5608970389,69.8433604757,80.6313499756,198.5039020109,NA,136.0353426751,"2012","Ner","WD","Hot(Day)","WD.Hot(Day)","Stiff_Stalk"
"EZ31","Kar13W","EZ31_csic",3126,"EZ31_H","DROPS",8.881010109,3348.4870872547,330.2872526165,69.1312998237,71.341491321,234.0503154116,287.7523512484,138.4650549947,"2013","Kar","WW","Hot(Day)","WW.Hot(Day)","Stiff_Stalk"
"EZ31","Cra12R","EZ31_csic",3126,"EZ31_H","DROPS",0.6903342624,103.9599225513,250.8657534065,70.9162937927,78.670397412,115.212126918,150.0895875421,60.2642108272,"2012","Cra","WD","Hot","WD.Hot","Stiff_Stalk"
"EZ31","Cam12R","EZ31_csic",3126,"EZ31_H","DROPS",0.701262044,260.3040953275,NA,71.8477812384,82.2077596195,136.2276628641,166.7194166001,64.6190636744,"2012","Cam","WD","Hot","WD.Hot","Stiff_Stalk"
"EZ31","Gai12W","EZ31_csic",3126,"EZ31_H","DROPS",11.4117488273,4713.351122954,300.2784517116,68.5932887404,70.4810067494,251.7172347727,313.6171906554,128.9149858724,"2012","Gai","WW","Cool","WW.Cool","Stiff_Stalk"
"EZ31","Mar13R","EZ31_csic",3126,"EZ31_H","DROPS",7.1232900637,1706.4872046605,418.7885988908,69.9130617689,73.5006421133,220.1163725778,252.3514186718,99.3232687693,"2013","Mar","WD","Hot(Day)","WD.Hot(Day)","Stiff_Stalk"
"EZ31","Kar12W","EZ31_csic",3126,"EZ31_H","DROPS",10.6553362438,4565.1467745499,262.5419121076,64.7996898866,67.8394555683,279.0078612097,316.5160057995,157.6659146694,"2012","Kar","WW","Cool","WW.Cool","Stiff_Stalk"
"EZ31","Mur13R","EZ31_csic",3126,"EZ31_H","DROPS",7.4661226631,2912.1980688617,300.9462843141,62.0343551617,66.1252583218,266.9869415446,NA,134.8961708854,"2013","Mur","WW","Hot","WW.Hot","Stiff_Stalk"
"EZ31","Mur13W","EZ31_csic",3126,"EZ31_H","DROPS",7.7805899814,3036.4286578475,301.4147363747,63.5038654031,67.0368283541,280.7251348256,NA,129.2825962639,"2013","Mur","WW","Hot","WW.Hot","Stiff_Stalk"
"EZ31","Kar13R","EZ31_csic",3126,"EZ31_H","DROPS",8.9628823153,3603.784366051,322.0670679155,71.0604912067,72.2766750942,241.9968761771,NA,142.9366252296,"2013","Kar","WW","Hot(Day)","WW.Hot(Day)","Stiff_Stalk"
"EZ35","Ner12R","EZ35_csic",3127,"EZ35_H","DROPS",3.2927099887,1477.7104884138,278.7522976603,69.0420441516,82.3280230349,188.3416162348,NA,121.1514479559,"2012","Ner","WD","Hot(Day)","WD.Hot(Day)","Other"
"EZ35","Kar13W","EZ35_csic",3127,"EZ35_H","DROPS",7.922245936,3269.9081351837,289.5921030012,65.3173892968,66.813608233,237.5416769524,275.6432157016,130.5254865567,"2013","Kar","WW","Hot(Day)","WW.Hot(Day)","Other"
"EZ35","Cra12R","EZ35_csic",3127,"EZ35_H","DROPS",0.944944069,346.6183165165,264.018681073,72.2674520788,80.6160811086,122.2645509436,157.5322103419,48.5665753284,"2012","Cra","WD","Hot","WD.Hot","Other"
"EZ35","Kar12W","EZ35_csic",3127,"EZ35_H","DROPS",9.8153369424,4706.6250936421,244.4992916586,64.1276275053,65.3416269248,242.5415348354,294.2142967419,140.4214363689,"2012","Kar","WW","Cool","WW.Cool","Other"
"EZ35","Gai12W","EZ35_csic",3127,"EZ35_H","DROPS",11.6904056259,4286.7857577335,326.8892164405,65.5013833335,65.454533893,240.8638465373,287.5110469142,126.618359594,"2012","Gai","WW","Cool","WW.Cool","Other"
"EZ35","Mar13R","EZ35_csic",3127,"EZ35_H","DROPS",7.95134989,2683.4741900226,307.7809191825,68.0076148414,71.2658776672,265.1188984253,297.4254512369,124.4212019286,"2013","Mar","WD","Hot(Day)","WD.Hot(Day)","Other"
"EZ35","Mur13W","EZ35_csic",3127,"EZ35_H","DROPS",8.8383156371,3443.0376870512,308.4939427165,62.1526686465,66.4141712409,260.9213340922,NA,143.554956482,"2013","Mur","WW","Hot","WW.Hot","Other"
"EZ35","Mur13R","EZ35_csic",3127,"EZ35_H","DROPS",7.9005575247,3039.580254074,302.2302862691,60.7738431522,65.1732205682,247.697998614,NA,141.5947367339,"2013","Mur","WW","Hot","WW.Hot","Other"
"EZ35","Cam12R","EZ35_csic",3127,"EZ35_H","DROPS",1.7633526162,609.5518680815,NA,70.5121352887,85.3884828432,138.9524598733,174.8032047791,73.2317677393,"2012","Cam","WD","Hot","WD.Hot","Other"
"EZ35","Kar13R","EZ35_csic",3127,"EZ35_H","DROPS",10.2615760512,4468.9178498116,286.5014065151,67.0156283667,66.2571979479,251.521181542,NA,134.3719208821,"2013","Kar","WW","Hot(Day)","WW.Hot(Day)","Other"
"EZ36","Cra12R","EZ36_csic",3128,"EZ36_H","DROPS",3.0275563994,1208.4807996114,263.246928319,74.7850673233,74.6316204377,129.1046737771,162.1287415205,60.4457144319,"2012","Cra","WD","Hot","WD.Hot","Other"
"EZ36","Kar13R","EZ36_csic",3128,"EZ36_H","DROPS",11.009441797,4715.621107724,279.048089796,67.7352445433,68.9163064975,244.5727551767,NA,140.1279085547,"2013","Kar","WW","Hot(Day)","WW.Hot(Day)","Other"
"EZ36","Mur13R","EZ36_csic",3128,"EZ36_H","DROPS",6.2220625097,2571.6729645115,286.2059356187,64.7650194117,67.2029149625,243.6293832571,NA,147.8032012744,"2013","Mur","WW","Hot","WW.Hot","Other"
"EZ36","Cam12R","EZ36_csic",3128,"EZ36_H","DROPS",3.2155628195,1170.9776603764,NA,69.782839145,81.414423809,142.7332206375,170.4029894968,78.0319048955,"2012","Cam","WD","Hot","WD.Hot","Other"
"EZ36","Mur13W","EZ36_csic",3128,"EZ36_H","DROPS",8.0493983618,3444.4960788396,284.4995838205,66.1407920738,66.3242022799,257.212799631,NA,147.2719677135,"2013","Mur","WW","Hot","WW.Hot","Other"
"EZ36","Kar12W","EZ36_csic",3128,"EZ36_H","DROPS",8.9576197336,3781.0595106029,259.2561551088,65.7945342547,66.6216999376,263.735977714,300.0677467322,150.426566082,"2012","Kar","WW","Cool","WW.Cool","Other"
"EZ36","Gai12W","EZ36_csic",3128,"EZ36_H","DROPS",11.7581868476,4499.6082360883,302.3871939345,69.4115614387,68.6531233322,245.2349101329,286.1496196437,134.432939391,"2012","Gai","WW","Cool","WW.Cool","Other"
"EZ36","Kar13W","EZ36_csic",3128,"EZ36_H","DROPS",8.6517792963,3606.4601969881,275.5926649749,64.6327456824,65.8693023728,229.7012885008,269.1480413938,132.5891075389,"2013","Kar","WW","Hot(Day)","WW.Hot(Day)","Other"
"EZ36","Ner12R","EZ36_csic",3128,"EZ36_H","DROPS",5.033098866,2140.6564032045,271.1442394215,70.3068784591,77.7583372871,205.3790288092,NA,131.0608411176,"2012","Ner","WD","Hot(Day)","WD.Hot(Day)","Other"
"EZ36","Mar13R","EZ36_csic",3128,"EZ36_H","DROPS",7.3020987596,2547.4884112672,290.2304458928,69.3983901033,72.488121238,223.5046472455,252.5578347329,106.2632331729,"2013","Mar","WD","Hot(Day)","WD.Hot(Day)","Other"
"EZ37","Mar13R","EZ37_csic",3021,"EZ37_H","DROPS",7.204654118,2028.9158314557,350.9425046404,69.2931239606,70.7580380577,229.4718954081,260.3017393655,88.7177226853,"2013","Mar","WD","Hot(Day)","WD.Hot(Day)","Stiff_Stalk"
"EZ37","Ner12R","EZ37_csic",3021,"EZ37_H","DROPS",5.2074705802,2317.1008180272,267.6913458164,69.2844661199,79.2069490045,203.9181329748,NA,131.8290083822,"2012","Ner","WD","Hot(Day)","WD.Hot(Day)","Stiff_Stalk"
"EZ37","Kar13W","EZ37_csic",3021,"EZ37_H","DROPS",7.4560337269,2941.9419347107,299.7506174901,67.2433034876,67.9685969213,220.7686721036,268.5472561137,132.9412278335,"2013","Kar","WW","Hot(Day)","WW.Hot(Day)","Stiff_Stalk"
"EZ37","Cam12R","EZ37_csic",3021,"EZ37_H","DROPS",1.655047679,566.2673135332,NA,72.5073219921,85.3587796766,132.9595447984,163.9897952091,70.4077391182,"2012","Cam","WD","Hot","WD.Hot","Stiff_Stalk"
"EZ37","Mur13W","EZ37_csic",3021,"EZ37_H","DROPS",7.4324833192,2692.8340759401,325.9487629528,63.7145997755,64.9695512712,257.0036487905,NA,136.6070362762,"2013","Mur","WW","Hot","WW.Hot","Stiff_Stalk"
"EZ37","Gai12W","EZ37_csic",3021,"EZ37_H","DROPS",11.8940287942,4700.3789529164,310.3600594778,65.4582584145,65.5099354881,257.1706003513,295.2020211436,127.1035924689,"2012","Gai","WW","Cool","WW.Cool","Stiff_Stalk"
"EZ37","Cra12R","EZ37_csic",3021,"EZ37_H","DROPS",1.0462709276,473.2845439863,251.9137843413,72.43055115,78.7477542408,99.2835529542,131.343230836,47.9723239869,"2012","Cra","WD","Hot","WD.Hot","Stiff_Stalk"
"EZ37","Mur13R","EZ37_csic",3021,"EZ37_H","DROPS",6.6560325002,2383.4229704046,328.4333219005,62.1167331229,65.6302355425,262.1243170772,NA,131.968366897,"2013","Mur","WW","Hot","WW.Hot","Stiff_Stalk"
"EZ37","Kar13R","EZ37_csic",3021,"EZ37_H","DROPS",8.6784724053,3525.3891029256,298.9859761927,68.7351945773,68.0997302326,253.7138005993,NA,145.7437667039,"2013","Kar","WW","Hot(Day)","WW.Hot(Day)","Stiff_Stalk"
"EZ37","Kar12W","EZ37_csic",3021,"EZ37_H","DROPS",10.9143766261,4487.9980388731,276.1781378311,65.2138566804,65.830746799,257.3397733338,299.8771219625,152.0645401484,"2012","Kar","WW","Cool","WW.Cool","Stiff_Stalk"
"EZ38","Mur13W","EZ38_csic",3129,"EZ38_H","DROPS",7.00800649,2749.1943388862,309.6817759753,67.4851175284,69.1942079666,267.8026453318,NA,136.7166207469,"2013","Mur","WW","Hot","WW.Hot","Other"
"EZ38","Kar12W","EZ38_csic",3129,"EZ38_H","DROPS",9.7442507152,4558.6791911948,260.9348881469,68.6782415916,69.8954603893,254.5447892604,302.0877664631,152.6734133111,"2012","Kar","WW","Cool","WW.Cool","Other"
"EZ38","Kar13W","EZ38_csic",3129,"EZ38_H","DROPS",8.6253569549,3446.6419847221,305.7100796602,69.0608076648,71.4657955658,260.7447996277,302.6802564003,137.1454517524,"2013","Kar","WW","Hot(Day)","WW.Hot(Day)","Other"
"EZ38","Cam12R","EZ38_csic",3129,"EZ38_H","DROPS",3.1542170416,1092.0060066155,NA,72.3708971143,84.2844532254,147.5460050192,179.6585678267,80.8317016936,"2012","Cam","WD","Hot","WD.Hot","Other"
"EZ38","Kar13R","EZ38_csic",3129,"EZ38_H","DROPS",10.9451324571,4273.4058256598,317.4198258801,69.9277616546,68.0409644215,278.4277121726,NA,152.3153280418,"2013","Kar","WW","Hot(Day)","WW.Hot(Day)","Other"
"EZ38","Gai12W","EZ38_csic",3129,"EZ38_H","DROPS",12.4827812716,4704.4213585811,329.3711078528,72.4081160143,74.0026920293,254.9365621302,326.4689375461,122.0001319164,"2012","Gai","WW","Cool","WW.Cool","Other"
"EZ38","Mar13R","EZ38_csic",3129,"EZ38_H","DROPS",7.6152147487,2476.5584680472,307.7554743562,70.5830535962,73.0061342504,220.1439308007,245.1797806292,120.6913300956,"2013","Mar","WD","Hot(Day)","WD.Hot(Day)","Other"
"EZ38","Ner12R","EZ38_csic",3129,"EZ38_H","DROPS",5.581790186,2294.6814643741,297.0527771156,70.9126591364,79.4963024385,203.7159535346,NA,139.4345275359,"2012","Ner","WD","Hot(Day)","WD.Hot(Day)","Other"
"EZ38","Mur13R","EZ38_csic",3129,"EZ38_H","DROPS",6.9667885294,2607.3921031874,313.5260879584,63.4769798807,68.1609722557,262.1296104912,NA,146.0611077697,"2013","Mur","WW","Hot","WW.Hot","Other"
"EZ38","Cra12R","EZ38_csic",3129,"EZ38_H","DROPS",0.8798753622,307.1084105949,278.3727948417,74.0064098032,79.9073219249,118.6692791045,153.8477756974,50.6460036143,"2012","Cra","WD","Hot","WD.Hot","Other"
"EZ40","Mar13R","EZ40_csic",3044,"EZ40_H","DROPS",10.583902423,3371.8812281542,312.0087067779,70.9227379162,74.0122137238,202.4433390121,232.1627632488,95.3793771795,"2013","Mar","WD","Hot(Day)","WD.Hot(Day)","Stiff_Stalk"
"EZ40","Ner12R","EZ40_csic",3044,"EZ40_H","DROPS",5.1556898651,2360.9952115545,263.9866425234,69.8287931146,79.5177219661,196.8442173913,NA,123.7034580375,"2012","Ner","WD","Hot(Day)","WD.Hot(Day)","Stiff_Stalk"
"EZ40","Cra12R","EZ40_csic",3044,"EZ40_H","DROPS",1.3285828567,551.2927871045,245.5354782638,72.0240482484,76.2245751933,117.046632046,151.0583487063,53.6809093418,"2012","Cra","WD","Hot","WD.Hot","Stiff_Stalk"
"EZ40","Mur13W","EZ40_csic",3044,"EZ40_H","DROPS",6.4527290823,2768.6608474803,276.0743956525,63.4582224333,67.5002763291,256.9092521467,NA,142.6615079358,"2013","Mur","WW","Hot","WW.Hot","Stiff_Stalk"
"EZ40","Gai12W","EZ40_csic",3044,"EZ40_H","DROPS",10.7826581218,4818.5491610433,297.4999185284,66.9041357306,64.5362895722,236.3916847365,295.8608659364,119.6421598695,"2012","Gai","WW","Cool","WW.Cool","Stiff_Stalk"
"EZ40","Kar12W","EZ40_csic",3044,"EZ40_H","DROPS",9.5916678968,4126.4458820018,269.0328198488,63.2567352536,64.2943583958,244.6573749468,296.8696675195,144.5351988946,"2012","Kar","WW","Cool","WW.Cool","Stiff_Stalk"
"EZ40","Cam12R","EZ40_csic",3044,"EZ40_H","DROPS",2.9742958593,987.6520322349,NA,71.4873979338,80.4605968836,132.1171090692,161.3039165903,73.0156701456,"2012","Cam","WD","Hot","WD.Hot","Stiff_Stalk"
"EZ40","Mur13R","EZ40_csic",3044,"EZ40_H","DROPS",6.7291727786,2807.5559973407,274.3666805807,65.0417658551,68.3767830278,253.752476755,NA,135.3259184401,"2013","Mur","WW","Hot","WW.Hot","Stiff_Stalk"
"EZ40","Kar13W","EZ40_csic",3044,"EZ40_H","DROPS",8.040305367,3385.4742216604,292.8967959504,66.1157528923,64.1100714083,235.1942881984,274.2529143682,133.0877137071,"2013","Kar","WW","Hot(Day)","WW.Hot(Day)","Stiff_Stalk"
"EZ40","Kar13R","EZ40_csic",3044,"EZ40_H","DROPS",9.9507391762,4020.231830727,305.7226211582,66.9111856943,65.2957172142,251.7234271083,NA,137.7544994427,"2013","Kar","WW","Hot(Day)","WW.Hot(Day)","Stiff_Stalk"
"EZ42","Mur13W","EZ42_csic",3130,"EZ42_H","DROPS",6.2540633099,2828.572261105,261.1030779384,63.4454539434,68.4213501093,255.8542728348,NA,129.1104996403,"2013","Mur","WW","Hot","WW.Hot","Stiff_Stalk"
"EZ42","Gai12W","EZ42_csic",3130,"EZ42_H","DROPS",12.0393009952,4540.4279473118,327.884904379,68.3123984914,69.2906994029,247.5287501888,294.6729114076,121.5906304761,"2012","Gai","WW","Cool","WW.Cool","Stiff_Stalk"
"EZ42","Cam12R","EZ42_csic",3130,"EZ42_H","DROPS",2.6760130824,928.2823788675,NA,72.0085974688,84.5072108585,139.0242322278,170.9130608804,67.6721732232,"2012","Cam","WD","Hot","WD.Hot","Stiff_Stalk"
"EZ42","Kar12W","EZ42_csic",3130,"EZ42_H","DROPS",9.5108032083,4113.1748640183,276.2291492111,67.5801775128,68.0955136998,255.4888339899,301.8038641798,147.310485041,"2012","Kar","WW","Cool","WW.Cool","Stiff_Stalk"
"EZ42","Mur13R","EZ42_csic",3130,"EZ42_H","DROPS",6.5130325299,2671.8734320809,285.356223095,62.7303819656,67.2259078571,255.9640891767,NA,129.09673072,"2013","Mur","WW","Hot","WW.Hot","Stiff_Stalk"
"EZ42","Kar13W","EZ42_csic",3130,"EZ42_H","DROPS",9.2488192216,3672.4119862141,300.5704837195,68.0537851527,67.3634762446,238.9742338272,293.5754572573,137.4736468755,"2013","Kar","WW","Hot(Day)","WW.Hot(Day)","Stiff_Stalk"
"EZ42","Ner12R","EZ42_csic",3130,"EZ42_H","DROPS",5.0592799621,2287.5247412221,264.2299237423,70.1525385086,78.604568524,209.6079888324,NA,129.4488628945,"2012","Ner","WD","Hot(Day)","WD.Hot(Day)","Stiff_Stalk"
"EZ42","Kar13R","EZ42_csic",3130,"EZ42_H","DROPS",10.9995477467,4459.5150885753,307.4234642774,69.0091389203,66.61384382,265.330402072,NA,148.0509388587,"2013","Kar","WW","Hot(Day)","WW.Hot(Day)","Stiff_Stalk"
"EZ42","Mar13R","EZ42_csic",3130,"EZ42_H","DROPS",7.8740829672,2708.4639261523,291.3818024147,67.6830468524,69.8532470745,236.8757944638,266.8587239431,111.143169592,"2013","Mar","WD","Hot(Day)","WD.Hot(Day)","Stiff_Stalk"
"EZ42","Cra12R","EZ42_csic",3130,"EZ42_H","DROPS",1.4991575616,551.1635891549,253.7240793964,72.8951702949,80.0246708484,120.2170483663,153.0183267435,54.7123772731,"2012","Cra","WD","Hot","WD.Hot","Stiff_Stalk"
"EZ47","Cra12R","EZ47_csic",3006,"EZ47_H","DROPS",0.4500870596,95.1167372324,246.3470587053,69.374338448,76.9912500173,113.2826384042,143.8072222453,43.9111184622,"2012","Cra","WD","Hot","WD.Hot","Other"
"EZ47","Gai12W","EZ47_csic",3006,"EZ47_H","DROPS",9.8044121417,3340.2030503264,351.333784153,63.8696232277,64.117158981,226.3383750018,289.6219642124,108.1608151299,"2012","Gai","WW","Cool","WW.Cool","Other"
"EZ47","Mar13R","EZ47_csic",3006,"EZ47_H","DROPS",7.7375147486,2486.5299138749,316.054029195,66.1075977467,66.7150786989,233.8165782559,262.1642808689,111.596935303,"2013","Mar","WD","Hot(Day)","WD.Hot(Day)","Other"
"EZ47","Mur13R","EZ47_csic",3006,"EZ47_H","DROPS",7.2947824751,3030.3011231223,281.1107805454,62.3406028451,65.3091113136,259.2500714883,NA,138.1740370183,"2013","Mur","WW","Hot","WW.Hot","Other"
"EZ47","Ner12R","EZ47_csic",3006,"EZ47_H","DROPS",3.0030801288,1189.8055482649,290.2545892306,67.1449463279,81.8176336171,199.6923262979,NA,116.8743706627,"2012","Ner","WD","Hot(Day)","WD.Hot(Day)","Other"
"EZ47","Kar13W","EZ47_csic",3006,"EZ47_H","DROPS",7.5108675513,3282.4125408773,281.7247772397,64.5761136129,66.4163408273,215.6190429697,264.8834478011,133.255088984,"2013","Kar","WW","Hot(Day)","WW.Hot(Day)","Other"
"EZ47","Kar12W","EZ47_csic",3006,"EZ47_H","DROPS",9.473616295,3715.7970516507,296.0698251575,58.9204969325,60.9459817231,231.7508634411,275.5685024754,151.0587474984,"2012","Kar","WW","Cool","WW.Cool","Other"
"EZ47","Kar13R","EZ47_csic",3006,"EZ47_H","DROPS",8.6496976621,4092.9138317632,262.489266541,67.38311947,67.7273570399,263.0469704054,NA,150.2494521475,"2013","Kar","WW","Hot(Day)","WW.Hot(Day)","Other"
"EZ47","Mur13W","EZ47_csic",3006,"EZ47_H","DROPS",7.7093221518,3209.2601522222,280.3615723124,63.6377623515,65.7513324414,264.2138988704,NA,139.7822552605,"2013","Mur","WW","Hot","WW.Hot","Other"
"EZ47","Cam12R","EZ47_csic",3006,"EZ47_H","DROPS",0.9241703175,325.0435968242,NA,70.5411147951,83.9471098401,144.5529189669,182.6608406195,79.4789190279,"2012","Cam","WD","Hot","WD.Hot","Other"
"EZ48","Kar13W","EZ48_csic",3132,"EZ48_H","DROPS",7.8623495,3262.8667307646,293.1919234832,69.7229036772,72.8199796391,267.7292688697,313.0377951466,150.8713663831,"2013","Kar","WW","Hot(Day)","WW.Hot(Day)","Stiff_Stalk"
"EZ48","Ner12R","EZ48_csic",3132,"EZ48_H","DROPS",4.2569901178,1852.4011669023,287.4053452551,73.5381350003,84.4332399169,201.2629034071,NA,124.7207862973,"2012","Ner","WD","Hot(Day)","WD.Hot(Day)","Stiff_Stalk"
"EZ48","Gai12W","EZ48_csic",3132,"EZ48_H","DROPS",13.1076657206,4896.6791071456,327.7869971247,70.9160170915,71.4606882702,276.2399423653,338.7772737165,130.8735484764,"2012","Gai","WW","Cool","WW.Cool","Stiff_Stalk"
"EZ48","Cra12R","EZ48_csic",3132,"EZ48_H","DROPS",1.2083737699,423.4545869822,274.1011616,71.4266858062,76.2917861721,106.3088890801,142.3291076123,53.9477225909,"2012","Cra","WD","Hot","WD.Hot","Stiff_Stalk"
"EZ48","Kar12W","EZ48_csic",3132,"EZ48_H","DROPS",11.367383578,4609.0107874391,288.5357742921,69.8707165122,71.1878197742,287.3944889652,324.6328261533,170.5969853214,"2012","Kar","WW","Cool","WW.Cool","Stiff_Stalk"
"EZ48","Mur13R","EZ48_csic",3132,"EZ48_H","DROPS",8.0458939261,3100.1173164065,302.7578930741,64.8904670221,72.5134423759,269.4485057297,NA,142.2901129805,"2013","Mur","WW","Hot","WW.Hot","Stiff_Stalk"
"EZ48","Mar13R","EZ48_csic",3132,"EZ48_H","DROPS",7.8939794209,2428.5504429672,323.8092091457,71.6102715683,76.4898378128,224.5723359333,255.4611733011,87.5847319169,"2013","Mar","WD","Hot(Day)","WD.Hot(Day)","Stiff_Stalk"
"EZ48","Mur13W","EZ48_csic",3132,"EZ48_H","DROPS",7.9258545341,3097.5491531931,298.5656664574,66.9632008786,72.7214556857,285.9469367468,NA,163.833485413,"2013","Mur","WW","Hot","WW.Hot","Stiff_Stalk"
"EZ48","Kar13R","EZ48_csic",3132,"EZ48_H","DROPS",9.747174738,4269.2308432951,290.4800813639,70.6040729256,72.4306253211,280.6022031051,NA,143.1539678897,"2013","Kar","WW","Hot(Day)","WW.Hot(Day)","Stiff_Stalk"
"EZ48","Cam12R","EZ48_csic",3132,"EZ48_H","DROPS",2.1431741637,691.3749256248,NA,72.0073648311,85.2577310233,145.5206472281,174.3083667771,73.1440735076,"2012","Cam","WD","Hot","WD.Hot","Stiff_Stalk"
